chapter	verse	text
2	53	Joseph in the time of his distress kept the commandment, and became lord of Egypt.
2	54	Phinehas our father, for that he was zealous exceedingly, obtained the covenant of an everlasting priesthood.
2	55	Joshua for fulfilling the word became a judge in Israel.
2	56	Caleb for bearing witness in the congregation obtained a heritage in the land.
2	57	David for being merciful inherited the throne of a kingdom forever and ever.
2	58	Elijah, for that he was exceeding zealous for the law, was taken up into heaven.
2	59	Hananiah, Azariah, Mishael, believed, and were saved out of the flame.
2	60	Daniel for his innocency was delivered from the mouth of lions.
2	61	And thus consider you from generation to generation, that none that put their trust in him shall lack for strength.
2	62	And be not afraid of the words of a sinful man; for his glory shall be dung and worms.
2	63	To-day he shall be lifted up, and to-morrow he shall in no wise be found, because he is returned to his dust, and his thought is perished.
2	64	And you, my children, be strong, and show yourselves men in behalf of the law; for therein shall you obtain glory.
2	65	And, behold, Simon your brother, I know that he is a man of counsel; give ear to him always: he shall be a father to you.
2	66	And Judas Maccabaeus, he has been strong and mighty from his youth: he shall be your captain, and shall fight the battle of the people.
2	67	And take you to you all the doers of the law, and avenge the wrong of your people.
2	68	Render a recompense to the Gentiles, and take heed to the commandments of the law.
2	69	And he blessed them, and was gathered to his fathers.
2	70	And he died in the hundred and forty and sixth year, and his sons buried him in the sepulchres of his fathers at Modin, and all Israel made great lamentation for him.
3	1	And his son Judas, who was called Maccabaeus, rose up in his stead.
3	2	And all his kindred helped him, and so did all those who clave to his father, and they fought with gladness the battle of Israel.
3	3	And he got his people great glory, and put on a breastplate as a giant, and girded his warlike harness about him, and set battles in array, protecting the army with his sword.
3	4	And he was like a lion in his deeds, and as a lion’s whelp roaring for prey.
3	5	And he pursued the lawless, seeking them out, and he burned up those that troubled his people.
3	6	And the lawless shrunk for fear of him, and all the workers of lawlessness were sore troubled, and salvation prospered in his hand.
3	7	And he angered many kings, and made Jacob glad with his acts, and his memorial is blessed forever.
3	8	And he went about among the cities of Judah, and destroyed the ungodly out of the land, and turned away wrath from Israel:
3	9	and he was renowned to the utmost part of the earth, and he gathered together such as were ready to perish.
3	10	And Apollonius gathered the Gentiles together, and a great army from Samaria, to fight against Israel.
3	11	And Judas perceived it, and he went forth to meet him, and struck him, and killed him: and many fell wounded to death, and the rest fled.
3	12	And they took their spoils, and Judas took the sword of Apollonius, and therewith he fought all his days.
3	13	And Seron, the commander of the army of Syria, heard say that Judas had gathered a gathering and a congregation of faithful men with him, and of such as went out to war;
3	14	And he said, I will make myself a name and get me glory in the kingdom; and I will fight against Judas and those who are with him, that set at nothing the word of the king.
3	15	And there went up with him also a mighty army of the ungodly to help him, to take vengeance on the children of Israel.
3	16	And he came near to the going up of Bethhoron, and Judas went forth to meet him with a small company.
3	17	But when they saw the army coming to meet them, they said to Judas, What? shall we be able, being a small company, to fight against so great and strong a multitude? and we for our part are faint, having tasted no food this day.
3	18	And Judas said, It is an easy thing for many to be shut up in the hands of a few; and with heaven it is all one, to save by many or by few:
3	19	for victory in battle stands not in the multitude of an army; but strength is from heaven.
3	20	They come to us in fulness of insolence and lawlessness, to destroy us and our wives and our children, for to plunder us:
3	21	but we fight for our lives and our laws.
3	22	And he himself will discomfit them before our face: but as for you, be you not afraid of them.
3	23	Now when he had left off speaking, he leapt suddenly upon them, and Seron and his army were discomfited before him.
3	24	And they pursued them in the going down of Bethhoron to the plain, and there fell of them about eight hundred men; but the residue fled into the land of the Philistines.
3	25	And the fear of Judas and his kindred, and the dread of them, began to fall upon the nations round about them:
3	26	and his name came near even to the king, and every nation told of the battles of Judas.
3	27	But when king Antiochus heard these words, he was full of indignation: and he sent and gathered together all the forces of his realm, an exceeding strong army.
3	28	And he opened his treasury, and gave his forces pay for a year, and commanded them to be ready for every need.
3	29	And he saw that the money failed from his treasures, and that the tributes of the country were small, because of the dissension and plague which he had brought upon the land, to the end that he might take away the laws which had been from the first days;
3	30	and he feared that he should not have enough as at other times for the charges and the gifts which he gave aforetime with a liberal hand, and he abounded above the kings that were before him.
3	31	And he was exceedingly perplexed in his mind, and he determined to go into Persia, and to take the tributes of the countries, and to gather much money.
3	32	And he left Lysias, an honorable man, and one of the seed royal, to be over the affairs of the king from the river Euphrates to the borders of Egypt,
3	33	and to bring up his son Antiochus, until he came again.
3	34	And he delivered to him the half of his forces, and the elephants, and gave him charge of all the things that he would have done, and concerning those who lived in Judea and in Jerusalem,
3	35	that he should send an army against them, to root out and destroy the strength of Israel, and the remnant of Jerusalem, and to take away their memorial from the place;
3	36	And that he should make strangers to dwell on all their coasts, and should divide their land to them by lot.
3	37	And the king took the half that remained of the forces, and removed from Antioch, from his royal city, the hundred and forty and seventh year; and he passed over the river Euphrates, and went through the upper countries.
3	38	And Lysias chose Ptolemy the son of Dorymenes, and Nicanor, and Gorgias, mighty men of the king’s Friends;
3	39	and with them he sent forty thousand footmen, and seven thousand horse, to go into the land of Judah, and to destroy it, according to the word of the king.
3	40	And they removed with all their army, and came and pitched near to Emmaus in the plain country.
3	41	And the merchants of the country heard the fame of them, and took silver and gold exceeding much, with fetters, and came into the camp to take the children of Israel for servants: and there were added to them the forces of Syria and of the land of the Philistines.
3	42	And Judas and his kindred saw that evils were multiplied, and that the forces were encamping in their borders; and they took knowledge of the king’s words which he had commanded, to destroy the people and make an end of them;
3	43	and they said each man to his neighbor, Let us raise up the ruin of our people, and let us fight for our people and the holy place.
3	44	And the congregation was gathered together, that they might be ready for battle, and that they might pray, and ask for mercy and compassion.
3	45	And Jerusalem was without inhabitant as a wilderness, there was none of her offspring that went in or went out; and the sanctuary was trodden down, and the sons of strangers were in the citadel, the Gentiles lodged therein; and joy was taken away from Jacob, and the pipe and the harp ceased.
3	46	And they gathered themselves together, and came to Mizpeh, near Jerusalem; for in Mizpeh was there a place of prayer aforetime for Israel.
3	47	And they fasted that day, and put on sackcloth, and put ashes upon their heads, and tore their clothes,
3	48	and laid open the book of the law, concerning which the Gentiles were wont to inquire, seeking the likenesses of their idols.
3	49	And they brought the priests’ garments, and the first fruits, and the tithes: and they stirred up the Nazarites, who had accomplished their days.
3	50	And they cried aloud toward heaven, saying, What shall we do with these men, and whither shall we carry them away?
3	51	And your holy place is trodden down and profaned, and your priests are in heaviness and brought low.
3	52	And, behold, the Gentiles are assembled together against us to destroy us: you know what things they imagine against us.
3	53	How shall we be able to stand before them, except you be our help?
3	54	And they sounded with the trumpets, and cried with a loud voice.
3	55	And after this Judas appointed leaders of the people, captains of thousands, and captains of hundreds, and captains of fifties, and captains of tens.
3	56	And he said to those who were building houses, and were betrothing wives, and were planting vineyards, and were fearful, that they should return, each man to his own house, according to the law.
3	57	And the army removed, and encamped upon the south side of Emmaus.
3	58	And Judas said, Gird yourselves, and be valiant men, and be in readiness against the morning, that you may fight with these Gentiles, that are assembled together against us to destroy us, and our holy place:
3	59	for it is better for us to die in battle, than to look upon the evils of our nation and the holy place.
3	60	Nevertheless, as may be the will in heaven, so shall he do.
4	1	And Gorgias took five thousand footmen, and a thousand chosen horse, and the army removed by night,
4	2	that it might fall upon the army of the Jews and strike them suddenly: and the men of the citadel were his guides.
4	3	And Judas heard thereof, and removed, he and the valiant men, that he might strike the king’s army which was at Emmaus,
4	4	while as yet the forces were dispersed from the camp.
4	5	And Gorgias came into the camp of Judas by night, and found no man; and he sought them in the mountains; for he said, These men flee from us.
4	6	And as soon as it was day, Judas appeared in the plain with three thousand men: howbeit they had not armor nor swords to their minds.
4	7	And they saw the camp of the Gentiles strong and fortified, and horsemen compassing it round about; and these were expert in war.
4	8	And Judas said to the men that were with him, Fear you not their multitude, neither be you afraid of their onset.
4	9	Remember how our fathers were saved in the Red sea, when Pharaoh pursued them with an army.
4	10	And now let us cry to heaven, if he will have us, and will remember the covenant of our fathers, and destroy this army before our face today:
4	11	and all the Gentiles shall know that there is one who redeemeth and saves Israel.
4	12	And the strangers lifted up their eyes, and saw them coming near them:
4	13	and they went out of the camp to battle. And those who were with Judas sounded their trumpets,
4	14	and joined battle, and the Gentiles were discomfited, and fled into the plain.
4	15	But all the hindmost fell by the sword: and they pursued them to Gazara, and to the plains of Idumaea and Azotus and Jamnia, and there fell of them about three thousand men.
4	16	And Judas and his army returned from pursuing after them,
4	17	and he said to the people, Be not greedy of the spoils, inasmuch as there is a battle before us;
4	18	and Gorgias and his army are near to us in the mountain. But stand you now against our enemies, and fight against them, and afterwards take the spoils with boldness.
4	19	While Judas was yet making an end of these words, there appeared a part of them looking out from the mountain:
4	20	and they saw that their army had been put to flight, and that the Jews were burning the camp; for the smoke that was seen declared what was done.
4	21	But when they perceived these things, they were sore afraid; and perceiving also the army of Judas in the plain ready for battle,
4	22	they fled all of them into the land of the Philistines.
4	23	And Judas returned to plunder the camp, and they got much gold, and silver, and blue, and sea purple, and great riches.
4	24	And they returned home, and sang a song of thanksgiving, and gave praise to heaven; because his mercy is good, because his mercy endures forever.
4	25	And Israel had a great deliverance that day.
4	26	But the strangers, as many as had escaped, came and told Lysias all the things that had happened:
4	27	but when he heard thereof, he was confounded and discouraged, because neither had such things as he would been done to Israel, nor had such things as the king commanded him come to pass.
4	28	And in the next year he gathered together threescore thousand chosen footmen, and five thousand horse, that he might subdue them.
4	29	And they came into Idumaea, and encamped at Bethsura; and Judas met them with ten thousand men.
4	30	And he saw that the army was strong, and he prayed and said, Blessed are you, O Saviour of Israel, who did quell the onset of the mighty man by the hand of your servant David, and did deliver the army of the Philistines into the hands of Jonathan the son of Saul, and of his armor bearer:
4	31	shut up this army in the hand of your people Israel, and let them be ashamed for their army and their horsemen:
4	32	give them faintness of heart, and cause the boldness of their strength to melt away, and let them quake at their destruction:
4	33	cast them down with the sword of those who love you, and let all that know your name praise you with thanksgiving.
4	34	And they joined battle; and there fell of the army of Lysias about five thousand men, and they fell down near them.
4	35	But when Lysias saw that his array was put to flight, and the boldness that had come upon those who were with Judas, and how they were ready either to live or to die nobly, he removed to Antioch, and gathered together hired soldiers, that he might come again into Judea with even a greater company.
4	36	But Judas and his kindred said, Behold, our enemies are discomfited: let us go up to cleanse the holy place, and to dedicate it afresh.
4	37	And all the army was gathered together, and they went up to mount Sion.
4	38	And they saw the sanctuary laid desolate, and the altar profaned, and the gates burned up, and shrubs growing in the courts as in a forest or as on one of the mountains, and the priests’ chambers pulled down;
4	39	and they tore their clothes, and made great lamentation, and put ashes upon their heads,
4	40	and fell on their faces to the ground, and blew with the solemn trumpets, and cried toward heaven.
4	41	Then Judas appointed certain men to fight against those that were in the citadel, until he should have cleansed the holy place.
4	42	And he chose blameless priests, such as had pleasure in the law:
4	43	and they cleansed the holy place, and bare out the stones of defilement into an unclean place.
4	44	And they took counsel concerning the altar of burnt offerings, which had been profaned, what they should do with it:
4	45	and there came into their mind a good counsel, that they should pull it down, lest it should be a reproach to them, because the Gentiles had defiled it: and they pulled down the altar,
4	46	and laid up the stones in the mountain of the house in a convenient place, until there should come a prophet to give an answer concerning them.
4	47	And they took whole stones according to the law, and built a new altar after the fashion of the former;
4	48	and they built the holy place, and the inner parts of the house; and they hallowed the courts.
4	49	And they made the holy vessels new, and they brought the candlestick, and the altar of burnt offerings and of incense, and the table, into the temple.
4	50	And they burned incense upon the altar, and they lighted the lamps that were upon the candlestick, and they gave light in the temple.
4	51	And they set loaves upon the table, and spread out the veils, and finished all the works which they made.
4	52	And they rose up early in the morning, on the five and twentieth day of the ninth month, which is the month Chislev, in the hundred and forty and eighth year,
4	53	and offered sacrifice according to the law upon the new altar of burned offerings which they had made.
4	54	At what time and on what day the Gentiles had profaned it, even on that day was it dedicated afresh, with songs and harps and lutes, and with cymbals.
4	55	And all the people fell upon their faces, and worshipped, and gave praise to heaven, which had given them good success.
4	56	And they kept the dedication of the altar eight days, and offered burned offerings with gladness, and sacrificed a sacrifice of deliverance and praise.
4	57	And they decked the forefront of the temple with crowns of gold and small shields, and dedicated afresh the gates and the priests’ chambers, and made doors for them.
4	58	And there was exceeding great gladness among the people, and the reproach of the Gentiles was turned away.
4	59	And Judas and his kindred and the whole congregation of Israel ordained, that the days of the dedication of the altar should be kept in their seasons from year to year by the space of eight days, from the five and twentieth day of the month Chislev, with gladness and joy.
4	60	And at that season they built up the mount Sion with high walls and strong towers round about, lest haply the Gentiles should come and tread them down, as they had done aforetime.
4	61	And he set there a force to keep it, and they fortified Bethsura to keep it; that the people might have a stronghold near Idumaea.
5	1	And it came to pass, when the Gentiles round about heard that the altar was built, and the sanctuary dedicated as aforetime, they were exceeding angry.
5	2	And they took counsel to destroy the race of Jacob that was in the midst of them, and they began to kill and destroy among the people.
5	3	And Judas fought against the children of Esau in Idumaea at Akrabattine, because they besieged Israel: and he struck them with a great slaughter, and brought down their pride, and took their spoils.
5	4	And he remembered the wickedness of the children of Baean, who were to the people a snare and a stumbling block, lying in wait for them in the ways.
5	5	And they were shut up by him in the towers; and he encamped against them, and destroyed them utterly, and burned with fire the towers of the place, with all that were therein.
5	6	And he passed over to the children of Ammon, and found a mighty band, and much people, with Timotheus for their leader.
5	7	And he fought many battles with them, and they were discomfited before his face; and he struck them,
5	8	and got possession of Jazer, and the villages thereof, and returned again into Judea.
5	9	And the Gentiles that were in Gilead gathered themselves together against the Israelites that were on their borders, to destroy them. And they fled to the stronghold of Dathema,
5	10	and sent letters to Judas and his kindred, saying, The Gentiles that are round about us are gathered together against us to destroy us:
5	11	and they are preparing to come and get possession of the stronghold whereunto we are fled for refuge, and Timotheus is the leader of their army.
5	12	Now therefore come and deliver us from their hand, for many of us are fallen.
5	13	And all our kindred that were in the land of Tubias have been put to death; and they have carried into captivity their wives and their children and their stuff; and they destroyed there about a thousand men.
5	14	While the letters were yet reading, behold, there came other messengers from Galilee with their clothes tore, bringing a report after this wise,
5	15	saying, That there were gathered together against them those of Ptolemais, and of Tyre, and of Sidon, and all Galilee of the Gentiles to consume them.
5	16	Now when Judas and the people heard these words, there assembled together a great congregation, to consult what they should do for their kindred, that were in tribulation, and were assaulted of them.
5	17	And Judas said to Simon his brother, Choose you out men, and go and deliver your kindred that are in Galilee, but I and Jonathan my brother will go into the land of Gilead.
5	18	And he left Joseph the son of Zacharias, and Azarias, as leaders of the people, with the remnant of the army, in Judea, for to keep it.
5	19	And he gave commandment to them, saying, Take you the charge of this people, and fight no battle with the Gentiles until that we come again.
5	20	And to Simon were divided three thousand men to go into Galilee, but to Judas eight thousand men to go into the land of Gilead.
5	21	And Simon went into Galilee, and fought many battles with the Gentiles, and the Gentiles were discomfited before him.
5	22	And he pursued them to the gate of Ptolemais; and there fell of the Gentiles about three thousand men, and he took their spoils.
5	23	And they took to them those that were in Galilee, and in Arbatta, with their wives and their children, and all that they had, and brought them into Judea with great gladness.
5	24	And Judas Maccabaeus and his brother Jonathan passed over Jordan, and went three days’ journey in the wilderness;
5	25	and they met with the Nabathaeans, and these met them in a peaceful manner, and told them all things that had befallen their kindred in the land of Gilead:
5	26	and how that many of them were shut up in Bosora, and Bosor, and Alema, Casphor, Maked, and Carnaim; all these cities are strong and great:
5	27	and how that they were shut up in the rest of the cities of the land of Gilead, and that tomorrow they have appointed to encamp against the strongholds, and to take them, and to destroy all these men in one day.
5	28	And Judas and his army turned suddenly by the way of the wilderness to Bosora; and he took the city, and killed all the males with the edge of the sword, and took all their spoils, and burned the city with fire.
5	29	And he removed from thence by night, and went till he came to the stronghold.
5	30	And the morning came, and they lifted up their eyes, and, behold, much people which could not be counted, bearing ladders and engines of war, to take the stronghold; and they were fighting against them.
5	31	And Judas saw that the battle was begun, and that the cry of the city went up to heaven, with trumpets and a great sound,
5	32	and he said to the men of his army, Fight this day for your kindred.
5	33	And he went forth behind them in three companies, and they sounded with their trumpets, and cried out in prayer.
5	34	And the army of Timotheus perceived that it was Maccabaeus, and they fled from before him: and he struck them with a great slaughter; and there fell of them on that day about eight thousand men.
5	35	And he turned away to Mizpeh and fought against it, and took it, and killed all the males thereof, and took the spoils thereof, and burned it with fire.
5	36	From thence he removed, and took Casphor, Maked, Bosor, and the other cities of the land of Gilead.
5	37	Now after these things Timotheus gathered another army, and encamped near Raphon beyond the brook.
5	38	And Judas sent men to espy the army; and they brought him word, saying, All the Gentiles that be round about us are gathered together to them, an exceeding great army.
5	39	And they have hired Arabians to help them, and are encamping beyond the brook, ready to come against you to battle. And Judas went to meet them.
5	40	And Timotheus said to the captains of his army, when Judas and his army drew near to the brook of water, If he pass over first to us, we shall not be able to withstand him; for he will mightily prevail against us:
5	41	but if he be afraid, and encamp beyond the river, we will cross over to him, and prevail against him.
5	42	Now when Judas came near to the brook of water, he caused the scribes of the people to remain by the brook, and gave commandment to them, saying, Suffer no man to encamp, but let all come to the battle.
5	43	And he crossed over the first against them, and all the people after him: and all the Gentiles were discomfited before his face, and cast away their arms, and fled to the temple at Carnaim.
5	44	And they took the city, and burned the temple with fire, together with all that were therein. And Carnaim was subdued, neither could they stand any longer before the face of Judas.
5	45	And Judas gathered together all Israel, those who were in the land of Gilead, from the least to the greatest, and their wives, and their children, and their stuff, an exceeding great army, that they might come into the land of Judah.
5	46	And they came as far as Ephron, and this same city was great, and it was in the way as they should go, exceeding strong: they could not turn away from it on the right hand or on the left, but must needs pass through the midst of it.
5	47	And they of the city shut them out, and stopped up the gates with stones.
5	48	And Judas sent to them with words of peace, saying, We will pass through your land to go into our own land, and none shall do you any hurt, we will only pass by on our feet. And they would not open to him.
5	49	And Judas commanded proclamation to be made in the army, that each man should encamp in the place where he was.
5	50	And the men of the army encamped, and fought against the city all that day and all that night, and the city was delivered into his hands;
5	51	and he destroyed all the males with the edge of the sword, and rased the city, and took the spoils thereof, and passed through the city over those who were slain.
5	52	And they went over Jordan into the great plain near Bethshan.
5	53	And Judas gathered together those that lagged behind, and encouraged the people all the way through, until he came into the land of Judah.
5	54	And they went up to mount Sion with gladness and joy, and offered whole burnt offerings, because not so much as one of them was slain until they returned in peace.
5	55	And in the days when Judas and Jonathan were in the land of Gilead, and Simon his brother in Galilee before Ptolemais,
5	56	Joseph the son of Zacharias, and Azarias, rulers of the army, heard of their exploits and of the war, what things they had done;
