chapter	verse	text
2	11	And now, O Lord, you God of Israel, that have brought your people out of the land of Egypt with a mighty hand, and with signs, and with wonders, and with great power, and with a high arm, and have gotten yourself a name, as at this day:
2	12	O Lord our God, we have sinned, we have done ungodly, we have dealt unrighteously in all your ordinances.
2	13	Let your wrath turn from us: for we are but a few left among the heathen, where you have scattered us.
2	14	Hear our prayer, O Lord, and our petition, and deliver us for your own sake, and give us favor in the sight of them which have led us away captive:
2	15	that all the earth may know that you are the Lord our God, because Israel and his posterity is called by your name.
2	16	O Lord, look down from your holy house, and consider us: incline your ear, O Lord, and hear:
2	17	open your eyes, and behold: for the dead that are in the grave, whose breath is taken from their bodies, will give to the Lord neither glory nor righteousness:
2	18	but the soul that is greatly vexed, which goes stooping and feeble, and the eyes that fail, and the hungry soul, will give you glory and righteousness, O Lord.
2	19	For we do not present our supplication before you, O Lord our God, for the righteousness of our fathers, and of our kings.
2	20	For you have sent your wrath and your indignation upon us, as you have spoken by your servants the prophets, saying,
2	21	Thus says the Lord, Bow your shoulders to serve the king of Babylon, and remain in the land that I gave to your fathers.
2	22	But if you will not hear the voice of the Lord, to serve the king of Babylon,
2	23	I will cause to cease out of the cities of Judah, and from without Jerusalem, the voice of mirth, and the voice of gladness, the voice of the bridegroom, and the voice of the bride: and the whole land shall be desolate without inhabitant.
2	24	But we would not hearken to your voice, to serve the king of Babylon: therefore have you made good your words that you spoke by your servants the prophets, namely, that the bones of our kings, and the bones of our fathers, should be taken out of their places.
2	25	And, behold, they are cast out to the heat by day, and to the frost by night, and they died in great miseries by famine, by sword, and by pestilence.
2	26	And the house which is called by your name have you laid waste, as at this day, for the wickedness of the house of Israel and the house of Judah.
2	27	Yet, O Lord our God, you have dealt with us after all your kindness, and according to all that great mercy of your,
2	28	as you spoke by your servant Moses in the day when you did command him to write your law before the children of Israel, saying,
2	29	If you will not hear my voice, surely this very great multitude shall be turned into a small number among the nations, where I will scatter them.
2	30	For I know that they will not hear me, because it is a stiff-necked people: but in the land of their captivity they shall take it to heart,
2	31	and shall know that I am the Lord their God: and I will give them a heart, and ears to hear:
2	32	and they shall praise me in the land of their captivity, and think upon my name,
2	33	and shall return from their stiff neck, and from their wicked deeds: for they shall remember the way of their fathers, which sinned before the Lord.
2	34	And I will bring them again into the land which I sware to their fathers, to Abraham, to Isaac, and to Jacob, and they shall be lords of it: and I will increase them, and they shall not be diminished.
2	35	And I will make an everlasting covenant with them to be their God, and they shall be my people: and I will no more remove my people of Israel out of the land that I have given them.
3	1	O Lord Almighty, you God of Israel, the soul in anguish, the troubled spirit, cries to you.
3	2	Hear, O Lord, and have mercy; for you are a merciful God: yes, have mercy upon us, because we have sinned before you.
3	3	For you sit as king forever, and we perish evermore.
3	4	O Lord Almighty, you God of Israel, hear now the prayer of the dead Israelites, and of the children of them which were sinners before you, that didn’t listen to the voice of you their God: for the which cause these plagues clave to us.
3	5	Remember not the iniquities of our fathers: but remember your power and your name now at this time.
3	6	For you are the Lord our God, and you, O Lord, will we praise.
3	7	For for this cause you have put your fear in our hearts, to the intent that we should call upon your name: and we will praise you in our captivity, for we have called to mind all the iniquity of our fathers, that sinned before you.
3	8	Behold, we are yet this day in our captivity, where you have scattered us, for a reproach and a curse, and to be subject to penalty, according to all the iniquities of our fathers, which departed from the Lord our God.
3	9	Hear, O Israel, the commandments of life: give ear to understand wisdom.
3	10	How is it, O Israel, that you are in your enemies’ land, that you have become old in a strange country, that you are defiled with the dead,
3	11	that you are counted with those who go down into the grave?
3	12	You have forsaken the fountain of wisdom.
3	13	For if you had walked in the way of God, you should have dwelled in peace forever.
3	14	Learn where is wisdom, where is strength, where is understanding; that you may know also where is length of days, and life, where is the light of the eyes, and peace.
3	15	Who has found out her place? and who has come into her treasuries?
3	16	Where are the princes of the heathen, and such as ruled the beasts that are upon the earth;
3	17	those who had their pastime with the fowls of the air, and those who hoarded up silver and gold, wherein men trust; and of whose getting there is no end?
3	18	For those who wrought in silver, and were so careful, and whose works are past finding out,
3	19	they are vanished and gone down to the grave, and others are come up in their steads.
3	20	Younger men have seen the light, and lived upon the earth: but the way of knowledge have they not known,
3	21	neither understood they the paths thereof: neither have their children laid hold of it: they are far off from their way.
3	22	It has not been heard of in Canaan, neither has it been seen in Teman.
3	23	The sons also of Agar that seek understanding, which are in the land, the merchants of Merran and Teman, and the authors of fables, and the searchers out of understanding; none of these have known the way of wisdom, or remembered her paths.
3	24	O Israel, how great is the house of God! and how large is the place of his possession!
3	25	great, and has none end; high, and unmeasurable.
3	26	There were the giants born that were famous of old, great of stature, and expert in war.
3	27	God didn’t choose these, nor did he give the way of knowledge to them;
3	28	so they perished, because they had no wisdom, they perished through their own foolishness.
3	29	Who has gone up into heaven, and taken her, and brought her down from the clouds?
3	30	Who has gone over the sea, and found her, and will bring her for choice gold?
3	31	There is none that knows her way, nor any that comprehendeth her path.
3	32	But he that knows all things knows her, he found her out with his understanding: he that prepared the earth for evermore has filled it with four-footed beasts:
3	33	he that sends forth the light, and it goes; he called it, and it obeyed him with fear:
3	34	and the stars shined in their watches, and were glad: when he called them, they said, Here we be; they shined with gladness to him that made them.
3	35	This is our God, and there shall none other be accounted of in comparison of him.
3	36	He has found out all the way of knowledge, and has given it to Jacob his servant, and to Israel that is beloved of him.
3	37	Afterward did she appear upon earth, and was conversant with men.
4	1	This is the book of the commandments of God, and the law that endures for ever: all those who hold it fast are appointed to life; but such as leave it shall die.
4	2	Turn you, O Jacob, and take hold of it: walk towards her shining in the presence of the light thereof.
4	3	Give not your glory to another, nor the things that are profitable to you to a strange nation.
4	4	O Israel, happy are we: for the things that are pleasing to God are made known to us.
4	5	Be of good cheer, my people, the memorial of Israel.
4	6	You were sold to the nations, but not for destruction: because you moved God to wrath, you were delivered to your adversaries.
4	7	For you provoked him that made you by sacrificing to demons, and not to God.
4	8	You forgat the everlasting God, that brought you up; you grieved also Jerusalem, that nursed you.
4	9	For she saw the wrath that is come upon you from God, and said, Hearken, you women that dwell about Sion: for God has brought upon me great mourning;
4	10	for I have seen the captivity of my sons and daughters, which the Everlasting has brought upon them.
4	11	For with joy did I nourish them; but sent them away with weeping and mourning.
4	12	Let no man rejoice over me, a widow, and forsaken of many: for the sins of my children am I left desolate; because they turned away from the law of God,
4	13	and had no regard to his statutes, neither walked they in the ways of God’s commandments, nor trod in the paths of discipline in his righteousness.
4	14	Let those who dwell about Sion come, and remember you the captivity of my sons and daughters, which the Everlasting has brought upon them.
4	15	For he has brought a nation upon them from far, a shameless nation, and of a strange language, who neither reverenced old man, nor pitied child.
4	16	And they have carried away the dear beloved sons of the widow, and left her that was alone desolate of her daughters.
4	17	But I, what can I help you?
4	18	For he that brought these plagues upon you will deliver you from the hand of your enemies.
4	19	Go your way, O my children, go your way: for I am left desolate.
4	20	I have put off the garment of peace, and put upon me the sackcloth of my petition: I will cry to the Everlasting as long as I live.
4	21	Be of good cheer, O my children, cry to God, and he shall deliver you from the power and hand of the enemies.
4	22	For I have trusted in the Everlasting, that he will save you; and joy is come to me from the Holy One, because of the mercy which shall soon come to you from the Everlasting your Saviour.
4	23	For I sent you out with mourning and weeping: but God will give you to me again with joy and gladness forever.
4	24	For like as now those who dwell about Sion have seen your captivity: so shall they see shortly your salvation from our God, which shall come upon you with great glory, and brightness of the Everlasting.
4	25	My children, suffer patiently the wrath that is come upon you from God: for your enemy has persecuted you; but shortly you shall see his destruction, and shall tread upon their necks.
4	26	My delicate ones have gone rough ways; they were taken away as a flock carried off by the enemies.
4	27	Be of good cheer, O my children, and cry to God: for you shall be remembered of him that has brought these things upon you.
4	28	For as it was your mind to go astray from God: so, return and seek him ten times more.
4	29	For he that brought these plagues upon you shall bring you everlasting joy again with your salvation.
4	30	Be of good cheer, O Jerusalem: for he that called you by name will comfort you.
4	31	Miserable are those who afflicted you, and rejoiced at your fall.
4	32	Miserable are the cities which your children served: miserable is she that received your sons.
4	33	For as she rejoiced at your fall, and was glad of your ruin: so shall she be grieved for her own desolation.
4	34	And I will take away her exultation in her great multitude, and her boasting shall be turned into mourning.
4	35	For fire shall come upon her from the Everlasting, long to endure; and she shall be inhabited of devils for a great time.
4	36	O Jerusalem, look about you toward the east, and behold the joy that comes to you from God.
4	37	Behold, your sons come, whom you sent away, they come gathered together from the east to the west at the word of the Holy One, rejoicing in the glory of God.
5	1	Put off, O Jerusalem, the garment of your mourning and affliction, and put on the comeliness of the glory that comes from God forever.
5	2	Cast about you the robe of the righteousness which comes from God; set a diadem on your head of the glory of the Everlasting.
5	3	For God will show your brightness to every region under heaven.
5	4	For your name shall be called of God forever The peace of righteousness, and The glory of godliness.
5	5	Arise, O Jerusalem, and stand upon the height, and look about you toward the east, and behold your children gathered from the going down of the sun to the rising thereof at the word of the Holy One, rejoicing that God has remembered them.
5	6	For they went from you on foot, being led away of their enemies: but God brings them in to you borne on high with glory, as on a royal throne.
5	7	For God has appointed that every high mountain, and the everlasting hills, should be made low, and the valleys filled up, to make plain the ground, that Israel may go safely in the glory of God.
5	8	Moreover the woods and every sweet smelling tree have overshadowed Israel by the commandment of God.
5	9	For God shall lead Israel with joy in the light of his glory with the mercy and righteousness that comes from him.
